text,
"అంటే ఓక ఆడబిడ్డ మాట్లాడింది, మి బాలి గాడు మాట్లాడింది ఒకటెనా...? ఓహొ అంటే మి బాలి గాడు ఆడంగోడు కాబట్టి వదిలైమంటావ్ అంతేనా..? pic.twitter.com/XgrXJsl2zI",1
మా ఏరియా లో మాత్రం అమరవీరుడు అంటారా బాస్ ఆడంగోడు అనే అంటారు. . #AadangiYSJagan pic.twitter.com/zAEftmXDEs,1
"సిగ్గు-శరం, రోషం-పౌరుషం, మానం-మర్యాద, మగతనం లేని ఆడంగోడు అంటున్నారు @ysjagan నిన్ను సీమ ప్రజలు pic.twitter.com/hGQDwMbT4K",1
ఆడవాళ్ల మీద రాజకీయాలు చేసే వాళ్లను సీమలో ఆడంగోడు అంటారు సీమలో ఆడంగోళ్లను పిల్ల లను పెద్ద గా పట్టించుకోరు అందుకే లంగా మోహన్ రెడ్డి ఇంకా సీమలో తిరుగుతున్నాడు,1
"ఆడవాళ్ల మీద రాజకీయాలు చేసే వాళ్లను సీమలో ఆడంగోడు అంటారు , అందుకే సీమలో లంగా మోహన్ రెడ్డి తిరుగుతున్నాడు",1
ఆడంగోడు అంటున్నారు నిన్ను ప్రజలు pic.twitter.com/vl8gJ0VjT4,1
ఆడదాన్ని అడ్డుపెట్టుకొని రాజకీయం చేసినోడిని సీమలో ఆడంగోడు అంటారు . అసలు వీడు సీమలోనే పుట్టాడా..? రెడ్డి ఎలాగూ కాదు,1
వాడో ఆడంగోడు,1
"మగాడివైతే వేసిన Tweets మీద నిలబడాలి..ఇలా Delete చేస్తే మాసీమలో "" ఆడంగోడు "" అంటారు..ఇక నువ్వు ఏ రకమో నువ్వే నిర్ణయించుకో...ఇక ఉంటా @appusammangi pic.twitter.com/hRQc88kofM",1
"Dear @HanuNTR ,, ఏదైనా పందెం కడితే,అందులో ఓడిపోతే ఈసారి ఎలాగైనా గెలవాలని చూస్తారు. అంతేకానీ ఏమి పీకలేక ఇలా BLOCK చేస్తే, మా సీమలో "" ఆడంగోడు "" అంటారు. నీ ఆడంగితనానికి గుర్తుగా ఒక జత గాజులు పంపుతున్నా తొడుక్కో.. #NandamuriBuffoons #Rangasthalam pic.twitter.com/HAV2gd5gMJ",1
అమ్మాయి... మగరాయుడు అబ్బాయి... ఆడంగోడు ఇలా పిలిస్తే ఎంత తేడా? — feeling hyper,1
పచ్చ గుడ్డ నెత్తికి చుట్టుకొన్న ఈడు మొగొల్ల నిలబడుంటే దాన్ని తెలుగు పౌరుషం అనేవాళ్ళు ఈ ఆడంగోడు డ్వాక్ర మహిళల... http:// fb.me/22MdPI9pv,1
