text,
పావలా కి టీడీపీ కుక్క బిస్కెట్స్ వేశారని మీరే ఒప్పుక్కుంటున్నార్ర...అల్లరి నా కొడక ల పార్టీ అల్లరి యవ్వరలు,1
పావలా అంటే ప్రజలకు సేవ చేయాలి అంతే కాని మహిళల శీలాలు దోచుకోకుడదు. #JanaSenaParotaYatra,1
2019 me bhi modiki sircar confirmed,0
"So you don't want full statehood for delhi as per your political schedule, very pitty slogan from you : why Only for today we have to stand as one nation, why can't for our lifelong term",0
"Feel free to do upwas, don't forget to invite the 420 cm from andhra pradesh who was caught red handed in cash for votes case",0
"ఎంత చేసినా, ఏది చేసినా, ఏమి చేసినా ఏదో కావాలంటారు, ఆటకి వచ్చినోళ్ళు, ఆంధ్రప్రదేశ్ వాసులు",0
"జనసైనికులు మీకు Gnanamu ఉండదు మీరు నా దెగ్గరకు రాకండి , నా తో ఒక మాట అనిపించుకోకండి . మీది అంత పావలా జ్ఞానము Prasad boyapati ( janasena )",0
ఇలాంటి వీడియో లు చూడండి రా పుల్కా పావలా అభిమానులారా https:// youtu.be/lCIMrblcAik,1
"అప్పుడు దాక ఎందుకు రా, 2014-19 లో కేంద్రం లో రాష్ట్రం లో ఉంది మీరేగా, ఐదు సంవత్సరాలనుండి పీకలేని వారు ముందు ముందు ఏదో చేస్తారట, దెంగలేని వాడు మంగళవారం అన్నట్టుగా ఉంది నీ వ్యవహారం",0
నీ కష్టం పగోడికి కూడా రాకూడదు పావలా అన్నా pic.twitter.com/a7FJEoI7tf,1
"2019 లో ఎలాగో ఓడిపోతారుగా, ఓడి పోయే ఎన్నికలకి మేనిఫెస్టో దేనికి, టైం బొక్క",0
"ఇండియన్ ఎయిర్ ఫోర్స్ అనే వ్యవస్థ బాగాలేక పొతే, ప్రజాస్వామ్యం ప్రమాదం లో ఉంటే ఇలాంటి దాడులు ఎలా సాధ్యం",0
ప్రజాస్వామ్యం ప్రమాదం లో ఉంది అని ఇప్పుడు అనండి చూద్దాం,0
"ఇండియన్ ఎయిర్ ఫోర్స్ కి ఎందుకు నిప్పు గారు, మన ప్రధాని మోడీ గారు అని ట్వీట్ వెయ్యడానికి సిగ్గు పడకూడదు, ఇలాంటి విషయాల్లో",0
"Loc కాదురా పప్పుగా, పాకిస్తాన్ లో రా పప్పు గా",1
"మీరు మీ నాన్న గారి సలహా మేరకు సర్జికల్ దాడులు జరిగాయి అని ఒక ట్వీట్ పడేయండి, సరదాగా పడుంటుంది",0
"ఇంకా మీ నిప్పు నాన్న గారికి తెలిసినట్టు లేదు, వెళ్లి చెప్పు పప్పు",1
