text,
"మా అమ్మ చాకలిది.. ఉతికి ఆరేయడం మాత్రమే తెలుసు. మా నాన్న మాదిగోడు .. తోలు తీసి చెప్పులు కుడతాడు. నేను మంగలోడిని.. నున్నగా ''గుండు'' కొట్టడమే తెలుసు నాకు ఇప్పుడు చెప్పరా అబ్బాయ్.. ఏదో కులం, కళ్ళు మూసుకుపోయినయ్ అని అంటున్నవ్ https:// twitter.com/ImJanasainik/s tatus/1052407825136111616 …",0
"మా అమ్మ చాకలిది.. ఉతికి ఆరేయడం మాత్రమే తెలుసు. మా నాన్న మాదిగోడు .. తోలు తీసి చెప్పులు కుడతాడు. నేను మంగలోడిని.. నున్నగా ''గుండు'' కొట్టడమే తెలుసు నాకు ఇప్పుడు చెప్పరా అబ్బాయ్.. ఏదో కులం, కళ్ళు మూసుకుపోయినయ్ అని అంటున్నవ్",0
"So , నువ్వు వేరే కులం వాడు ఎదిగితే ఓర్వలేవ్ మరీ ముఖ్యంగా మాదిగోడు అయితే ఇంకా కసితీరా నరికి చంపాలి అనుకుంటావ్ అందుకే నీకు communism అంటే నచ్చదు ఎందుకంటే కమ్యూనిస్ట్ ల సిద్ధాంతం ""పెద్దొన్ని(పెద్ద కులాన్ని) కుక్కని కాల్చినట్టు కాల్చు , పేదోనికి (అణగారిన కులం )పెట్టు"" .",1
"ఒక శుంఠ ""SC గా పుట్టాలని ఎవరు కోరుకుంటారు"" అని అంటాడు ... మరొక లంగా "" మాదిగోడు అయితే అస్సలు చదివడు"" అంటాడు... అంటే SC లో పుట్టడమంటే ఏంటి అర్ధం ? వాళ్ళేమైనా గ్రహాంతరవాసులా ? ఎంతసేపు రిజర్వేషన్స్ అంటున్నవే కానీ వాటికి కారణమైన కులవివక్ష పోవాలని ఎందుకు అనట్లే ?",1
@ncbn :ఎవరైనా దళితుడిగా పుట్టాలనుకుంటాడా? #ఆదినారాయణ Minister:దళితులు అపరిశుభ్రతకు మారు పేరు #వర్లరామయ్య RTC Chairmen : మాదిగోడు అస్సలు చదవడు ఎన్నిరోజులు దళితులకు అవమానాలు #TDPNaatakaalu #BribeForVotes @republic @htTweets @CNNnews18 @IndiaToday @ndtv @bbcnewstelugu,0
మాదిగోడు ఉనరూ ఈరాస్తామూలో అదరూబగూనరూ మాదిగోడు థాపా,1
I liked a @YouTube video http:// youtu.be/b3waEs3P_D0?a మాదిగోడు ముఖం కడగడు - సుగాలోడు,1
మాదిగోడు ముఖం కడగడు - సుగాలోడు గుద్ద కడగడు అన్న TDP కి,1
ఇ యదవలు కూలలకి చిచ్చు పెడుతున్నరు కమ్మోడు రేడ్డోడు మలోడు మాదిగోడు ఒకటేనా ఇందు దేవుళ్ళను మొక్కే వారంతా sc st లా యేసును నమ్మేవారు oc bc లా..? ఇదంతా సూస్తుంటే చంద్రబాబుకు మెంటల్ గానీ వచిందా...?,1
మాదిగోడు - నాగప్పగారి సుందర్ రాజు http://www. logili.com/books/nagappag ari-sundararaju/p-7488847-76883276614-cat.html#variant_id=7488847-76883276614 …,1
