text,
నల్లోడు అంటే క్రింది పద్యం గుర్తొచ్చింది నల్లనివాఁడు పద్మనయనంబులవాఁడు మహాశుగంబులున్ విల్లును దాల్చువాఁడు గడు విప్పగు వక్షమువాఁడు మేలు పైఁ జల్లెడువాఁడు నిక్కిన భుజంబులవాఁడు యశంబు దిక్కులం జల్లెడువాఁడు నైన రఘుసత్తముఁ డిచ్చుత మా కభీష్టముల్,0
"నల్లోడు , కర్రోడు, ఎంత ఆస్తి ఉందో వాడికే తెలియదు: రజనీకాంత్ గురించి... https:// telugu.filmibeat.com/news/tollywood -actor-hemasundar-about-rajinikanth-071016.html … #rajinikanth #tollywood #hemasundar",0
"నల్లోడు , కర్రోడు, ఎంత ఆస్తి ఉందో వాడికే తెలియదు: రజనీకాంత్ గురించి... https:// telugu.filmibeat.com/news/tollywood -actor-hemasundar-about-rajinikanth-071016.html … #rajinikanth #tollywood #hemasundar",0
తెల్లోడి బాట లో నల్లోడు ... pic.twitter.com/wGwYzCNCqU,0
నువ్వు చెప్పిన అబద్దాలు ఈ నల్లోడు నమ్ముతాడేమో నేను కాదు... For More Comedy Scenes Subscribe► #TFCComedyTime ► https:// goo.gl/BDySQH,1
తెల్లోని ప్లేస్ లో నల్లోడు అంటావు,0
అప్పుడు తెల్లోడు ఇప్పుడు నల్లోడు దోపిడిలో ఇద్దరూ ఒక్కటే అప్పుడు ఎదురించారు ఇప్పుడు స్వీకరిస్తున్నారు స్వాతంత్ర్య దినోత్సవ శుభాకాంక్షలు ఈ రోజు నా జన్మదినోత్సం కావడం సంతోషంగా ఉంది,0
"తెల్లోడు దొంగోడై అర్థరాత్రి దేశం వదిలిపోయాడు... నల్లోడు పగలే దొంగలా దోచుకుంటున్నాడు.... స్వాతంత్ర్యం ఎక్కడుంది?.. ధనమదాంధుడైన నల్లోడి అధికార దాహంలోనా... పబ్బం గడుపుకునే అవకాశావాది స్వార్ధం లోనా...,",1
నల్లోడు దుమ్ము దులిపేస్తున్నాడు..!! https:// fb.me/MfjYoQ7H,0
తెల్లోడు పోయాడు తెల్లోడి ప్లేస్ లోకి నల్లోడు చేరాడు తేడా ఏం లేదు అన్నా,1
వామ్మో ఈ నల్లోడు చూడండి ఇద్దర్ని ఎలా కుమ్మేసాడో | hot,1
నల్లోడు pic.twitter.com/aBDbu7bzXH,1
అంతమమంచి సల్ల మీద నల్లోడు పడ్డదేంటి,1
నా దృష్టిలో ప్రపంచంలో 4 జాతులు ఉన్నాయి అవి 1.తెల్లోడు 2. నల్లోడు 3.డబ్బున్నోడు 4.పేదవాడు,1
బ్లాక్ షర్ట్ వేసుకున్న ప్రతి నల్లోడు రీబోకు కాడు,1
@Vimal అబద్దం .. మొన్నామధ్య ఓ నల్లోడు నాకు కాల్ చేసాడు .. అక్కడ నీకేదో అయ్యిందని .. ఛ.. మనోడికి ఏమౌతుందిలే అని కొట్టి పారేశా.. ఇదన్నమాట,1
