text,
నువ్వు దొబ్బేసిన డబ్బు ఇస్తే ఆర్మీ funding lo ఇండియా నంబర్ వన్ అవుద్ది దరిద్రుడా !! ఎపుడు కక్కుతావ్ రా మింగేసిన డబ్బులు అన్నీ నికృష్టుడ! Army should shoot financial terrorists like you,1
ఛి.. సిగ్గులేని దరిద్రుడా https:// twitter.com/OmarAbdullah/s tatus/1100247694474326016 …,1
@ncbn ఒరేయ్ దరిద్రుడా నీవు 12000 కోట్లు కాజేయలని చూసావు మోడీ నీ ఆట కుదరనివ్వలేదు నీకు తెలుసు దరిద్రుడా పప్పుగాడితో వియ్యం నిన్ను నేల కూల్చేను అఖిలేష్ కి జరిగినట్లు నువ్వు నామ్ నిసాన్ లేకుండా మట్టి కరిసేవు చూడు దరిద్రుడా నీకు పతనం ఖాయం,1
"బాలయ్య మావయ్య అని నోరార పిలిచావు గాని అతనికి, నీ తల్లి గారికి జన్మనిచ్చిన ఆ మహానుభావుడు NTR గారిని తాతగారు అని కాదు కదా కనీసం తాత అని పిలవగలిగావా? పోతావురారై నాశనమైపోతావు. సంస్కార దరిద్రుడా , దుంప నాశనమైపోతావు.",1
"ఒరేయ్.... దరిద్రుడా ....ఇది బ్రేకింగ్ న్యూస్ ఏంట్రా? వీడేమన్నా ఇండియా, uk సంబందాల గురించి మాట్లాడటానికి వెళ్ళాడా? లేక రాష్ట్రానికి పెట్టుబడులు తేవడానికి వెళ్ళాడా? ఎంత ఆడు కుక్క బిస్కట్ లు వేస్తె మాత్రం ఇంతలా నాకి విశ్వాసం చూపించాలా?",1
ఏరా ఎర్రి ఊకా....ఎడిటింగ్ న్యూస్ ఏసుకుని ప్రచారం చెయ్యడానికి సిగ్గు లేదురా దరిద్రుడా ... చెయ్యమని చెప్పేదే ఆ మోడీ షా లయితే మీకు సిగ్గెందుకు ఉంటదిలే. థూ ... మీ బతుకులు చెడ ...,1
ఏ శవాన్ని వదిలారు మీరు.... పావురాలగుట్టలో తందూరి శవం దగ్గర నుండి నిన్నటి కోటయ్య శవం వరకు ఎవరిని వదిలారు.. మృత కళేబరాలు కనిపిస్తే రాబందులైన ఆలస్యంగా వాలతాయి ఏమో గాని..మీరు క్షణం ఆలస్యం చేయరు... రేపు నువ్వు పోయినా శవాన్ని కుళ్ళబెట్టి మరి వాడతాడు ని పశుపతి గాడు.... దరిద్రుడా https:// twitter.com/VSReddy_MP/sta tus/1098110819693281280 …,1
"అలాగే పాపికొండలు చూపించి..భద్రాద్రి రామన్న దర్శనం చెయ్యించి ఇంటికి పంపు.. మహాశివరాత్రి రోజున పట్టిసీమకి, పంచారామాలకు కూడా ఇన్ని బస్సులు తిరగవ్ కదరా దరిద్రుడా .. నీ ప్రచార పిచ్చితో అప్పుల్లో ఉన్న ఆంధ్రని సాంతం నాకించేస్తున్నావ్ కదరా బాబు.. pic.twitter.com/ayCnnLmURD",1
"అలాగే పాపికొండలు చూపించి..భద్రాద్రి రామన్న దర్శనం చెయ్యించి ఇంటికి పంపు.. మహాశివరాత్రి రోజున పట్టిసీమకి, పంచారామాలకు కూడా ఇన్ని బస్సులు తిరగవ్ కదరా దరిద్రుడా .. నీ ప్రచార పిచ్చితో అప్పుల్లో ఉన్న ఆంధ్రని సాంతం నాకించేస్తున్నావ్ కదరా బాబు..",1
బొల్లి నీకోసం బలే చేసారు ఓసారి చూడు దరిద్రుడా @ncbn,1
మర్చి పోయా ఇప్పుడు కొట్టుకో దరిద్రుడా ఫిడెల్ ఫిడెల్ ఫిడెల్ అన్ని,1
సెవాలు మీద రాజకీయం చేసే లుచ్చా గాడివి నువ్వు. మోడీ గెలవడం ఖాయం. నిన్ను కుక్కని కొట్టినట్టు కోడతారు ఆంధ్రప్రదేశ్ లో. విస్వాసం లేని దరిద్రుడా,1
నువ్వు శుభాకంక్షాలు చెపితేనే దరిద్రం పట్టుకుంటది ఆయనకి దరిద్రుడా !!,1
రేయ్ ఎయిడ్స్ రోగి ఎప్పుడు పోతున్నావు రా నువ్వు దరిద్రుడా .... https:// twitter.com/paithyam/statu s/1096261607926054914 …,1
"ఒరేయ్ ఆసుధభక్షక, నీ అశుద్ధం నువ్వే తింటున్నావా ఏంటి? అంతే కాబోలు.. కాకపోతే ఒక చిన్న విన్నపం, ఇక్కడ నీ అశుద్ధం తినేవాళ్ళు చాలామందే ఉన్నారు. వాళ్ళకి కొంచం ఉంచు. ఈ దేశంలో ఈ రాష్ట్రం లో చెడ పుట్టావు కదరా దరిద్రుడా . pic.twitter.com/LzpfJ4vsGI",1
దరిద్రుడా ... ఇప్పుడు ఎడ్యుకేషన్ గుర్తొచ్చిందా?? 4ఇయర్స్ నాకినప్పుడు మైమరచి పోయావా?? పోతావ్ రా.. నాశనమై పోతావ్..,1
. @ncbn ఇలాంటి వార్తలు పేపర్ లో వేయకపోతే .. దరిద్రుడా ఆరోగ్యశ్రీ లో చేయించ వచ్చుగా https:// twitter.com/9848345520/sta tus/1095721437426380800 …,1
